7970	109581
7708	1640170
7646	1430728
7275	162582
6316	1643685
6111	168256
5122	74160
4720	71387
4413	69620
4235	500792
4217	73894
4000	1474244
3814	109607
3683	2173782
3538	1266738
3465	388396
3422	71291
3343	2262752
3331	1428517
3166	69278
3137	109582
3128	392499
3078	1500931
3073	400253
3066	177929
3064	109606
3061	212436
2964	1257604
2843	199991
2628	556833
2552	382551
2489	112316
2386	397014
2379	535734
2374	75153
2359	109869
2284	168898
2281	983169
2185	4839726
2129	190236
2122	453279
2074	69306
2073	1280215
2071	168249
2029	1280218
2019	169911
1995	909733
1989	74752
1922	73923
1887	170834
1835	187037
1820	446728
1796	3247509
1796	15869
1776	211945
1741	166520
1730	163685
1706	453274
1692	2219528
1671	195721
1654	1226099
1609	73890
1607	372790
1547	72203
1543	194315
1541	196849
1538	162587
1529	913531
1529	186797
1514	73884
1495	202403
1479	112314
1424	983712
1401	400206
1399	168255
1396	1643713
1383	388841
1379	1236394
1320	422475
1307	1227986
1279	877300
1240	72613
1237	201681
1235	168643
1234	168928
1227	1630316
1225	194138
1207	381119
1204	1500620
1203	504046
1187	3299685
1179	2142753
1163	1234174
1159	156580
1135	166658
1111	1296071
1103	1852241
1097	1489509
1092	373760
1089	425366
1088	163200
1079	162906
1075	73885
1062	1980143
1059	140877
1049	977225
1045	418346
1042	202733
1037	69242
1034	68874
1034	1474165
1017	382556
1017	216083
1014	373755
1002	69239
995	3371556
992	157118
980	1433557
976	72766
973	2559580
973	1474228
963	428157
961	381340
953	196071
950	425393
949	186712
949	1834949
942	2404192
942	191273
933	76005
924	2262749
912	983705
910	76002
905	73857
905	449147
890	983231
887	425407
886	168254
883	2559583
881	162909
873	5357801
873	1483206
864	2187338
863	3858494
863	174143
857	446203
857	202131
841	201451
821	198933
814	1912422
808	2132295
799	195253
798	391251
783	211859
762	69304
761	189200
756	2173793
755	211000
753	73886
742	2028269
724	73893
724	1650814
723	1483249
721	112315
718	2559586
715	3238698
701	111885
689	452723
687	5173105
686	2029480
677	390918
675	450531
671	912446
665	1474290
664	68875
662	156842
660	1169408
660	112310
655	157579
643	68877
642	419524
635	1222352
624	1169410
623	354192
614	446652
611	1268020
606	2559585
604	375165
601	1592230
599	1566948
590	917937
589	450282
589	381426
589	2022090
587	196854
586	189445
583	2559582
583	1059683
582	194068
579	391160
576	1187000
575	166166
574	373752
571	525793
568	68886
558	2454202
543	2172127
542	2644603
541	3304351
540	2555396
537	881907
533	376176
532	1592389
531	157858
526	112307
523	597592
517	1655829
517	1461973
515	212165
494	5358508
493	1445148
492	927802
490	2160456
489	381038
479	4791275
475	72086
474	114508
472	73942
471	75892
468	512988
456	451927
456	168253
455	982772
454	2586552
449	379724
449	1799339
448	2474795
446	1442490
446	112311
443	1221632
440	1502540
430	1181150
416	373753
416	2032785
414	453276
408	3229121
406	2426168
403	1483255
399	199977
396	1980145
389	1480926
387	774815
384	428359
382	1483257
381	380994
375	2046104
374	75072
372	163841
370	75205
368	264876
367	448706
365	5358351
356	2161522
349	1362409
344	1237044
341	425397
339	975155
339	450294
338	888590
334	73887
332	194441
328	2206281
326	72764
325	429914
322	168799
316	392518
311	376172
311	2980736
303	166058
298	1679131
295	879415
285	212300
276	5362517
274	5604644
274	1475029
272	2682334
271	76009
270	114604
269	456926
264	445717
264	380972
262	1170546
260	400508
256	2564830
254	5358346
248	392517
246	3296482
246	1266695
244	5604774
243	5334727
242	870392
242	112308
233	3785653
226	2978092
226	163125
223	5637815
219	445989
219	140534
217	5617833
216	75067
216	2206302
213	983189
213	2990846
211	2022377
210	3781865
207	5610787
207	381183
206	5334118
201	68884
196	2644602
194	5579029
191	2894858
190	975871
189	1980148
188	112313
187	422085
186	5662620
184	5339562
180	5604803
180	5368287
179	2142789
177	5221030
177	2892247
177	2660825
175	430116
175	209952
171	5223345
167	3000170
166	3304347
165	5956057
165	5956013
164	5387390
161	2691230
156	5604708
156	3296469
153	432040
153	3304349
146	2644605
146	1247673
144	5892760
144	5604599
143	353098
142	5632684
142	3311021
139	5637812
139	1980150
137	432047
133	5942944
133	5604924
132	3645790
127	3304356
125	5423646
124	5892824
124	2892245
123	2206280
117	5604647
117	3642279
115	437987
113	5957441
113	508751
111	5604643
110	427359
109	5956219
108	418889
107	5956056
107	5604683
107	5250941
106	5638302
104	3656534
104	3642278
101	5605931
97	5604724
94	5942880
94	4085001
94	3315487
92	5604632
89	5956622
86	5956376
86	5956060
86	5604671
84	5956106
84	5605036
82	5932115
82	3656535
81	5892759
79	6316924
79	5956250
79	427413
78	5604808
78	3560782
76	372987
74	5892920
74	5892891
74	4839744
73	5956167
73	5956107
73	4839735
73	3656532
72	5892715
72	3359469
72	2206296
71	3359473
70	5956088
70	3323169
69	5957093
69	5943011
69	5604682
69	5442068
68	5956095
68	5605304
68	5604802
68	432030
68	2206307
67	2206285
66	5956042
66	5604944
65	5604927
64	5956252
64	5605147
64	5604659
64	5210891
63	5663202
63	5662370
62	5912433
62	5686439
62	442533
61	5686438
61	5653656
61	5605593
61	5339717
61	3359462
61	2219530
60	5943039
60	5932113
58	6319168
58	6316951
58	5956492
58	5605033
58	5545619
57	6253653
57	5956939
57	5956132
57	5912400
57	5605367
57	3560792
57	3371598
56	5913067
56	5605982
56	5605434
56	5441966
56	353377
55	5893043
55	5605039
55	5340588
54	5956182
54	5956045
54	5662449
54	5662369
54	5604739
54	3781860
54	3359454
54	2206292
54	1227887
53	6253929
53	5956375
53	5942835
53	5604598
53	5551036
52	373920
50	6316947
50	5956012
50	5892798
50	5604707
50	5604666
50	372568
49	5956793
49	5893158
49	5892855
49	5658215
49	2206308
48	5942883
48	5912665
48	5893426
48	5892787
48	5892745
48	5604757
48	5579031
48	5357769
47	5944211
47	5943281
47	5892799
47	5892782
47	5668914
47	5605719
47	5605395
47	5604941
47	5388649
47	2206291
46	73929
46	5932107
46	5892780
46	5654736
46	5339716
46	3359467
46	2422406
46	2206282
46	1660598
45	73933
45	6253627
45	5956486
45	5942960
45	5912430
45	5894073
45	5663027
45	3371599
44	912497
44	4839743
44	3359474
44	2206290
43	6317001
43	5956618
43	5605190
43	5604629
43	5339700
43	419470
43	2586551
42	5956237
42	5943265
42	5943165
42	5942975
42	5892763
42	5605733
42	5605023
42	5604940
42	5604611
42	5441516
42	5340573
42	3359475
41	5956397
41	5942919
41	5604664
41	3359463
40	5942879
40	5913066
40	5662444
40	5654738
40	5604670
40	5218859
39	6344592
39	5912465
39	5893734
39	573389
39	5686411
39	2206305
38	5932109
38	5662341
38	5654743
38	5604997
38	5442354
37	6317026
37	6253692
37	5956379
37	5956090
37	5892840
37	5892748
37	5658064
37	5605451
37	5467340
37	5441627
37	3359457
36	6319434
36	6319142
36	5957489
36	5957004
36	5956214
36	5943044
36	1368108
35	6319167
35	6316923
35	5943667
35	5942943
35	5932114
35	5912561
35	5894120
35	5893063
35	5892823
35	5604805
35	5442282
35	5441813
34	6344542
34	6232257
34	5956455
34	5956201
34	5943239
34	5942918
34	5893268
34	5654741
34	5621481
34	5442178
34	5358751
34	3359478
34	195258
33	6288300
33	5956249
33	5944128
33	5943414
33	5932110
33	5932108
33	5663205
33	5662784
33	5605981
33	5605883
33	5605730
33	5605398
33	5605004
33	5604914
33	5604796
33	5604784
33	5604600
33	5369313
33	372442
33	3359458
32	6015845
32	5956476
32	5956232
32	5956083
32	5932119
32	5892922
32	5892714
32	5605406
32	3359471
31	6253652
31	6232922
31	6049912
31	5957222
31	5956869
31	5943168
31	5943023
31	5893116
31	5662400
31	5388648
31	5369312
30	6253656
30	6232386
30	5991156
30	5957488
30	5956144
30	5943709
30	5943038
30	5931956
30	5892925
30	5674400
30	5662388
30	5605718
30	5605173
30	5604992
30	5604950
30	5467345
30	5388319
29	6319188
29	5956450
29	5956240
29	5943862
29	5942907
29	5893142
29	5605771
29	5605613
29	5605203
29	5605166
29	5605089
29	5604923
28	6316954
28	6015932
28	6015819
28	6003325
28	5957113
28	5956942
28	5956897
28	5956489
28	5956064
28	5943991
28	5943032
28	5942868
28	5912411
28	5894121
28	5893532
28	5769179
28	5618022
28	5605604
27	6316950
27	6015964
27	5912933
27	5892768
27	5857895
27	5686514
27	5662436
27	5605986
27	5605680
27	5605536
27	5467333
27	5260271
26	75893
26	6319448
26	6288208
26	6233002
26	6232415
26	6015927
26	5990980
26	5956801
26	5956196
26	5944043
26	5943388
26	5892874
26	5658128
26	5441352
26	5369282
25	6254242
25	6253698
25	6237238
25	5957281
25	5957233
25	5956873
25	5956666
25	5931955
25	5931360
25	5895334
25	5893546
25	5893155
25	5893121
25	5857485
25	5617992
25	5602358
25	5441664
25	5369548
25	4839748
24	6344775
24	6344541
24	6344511
24	6319213
24	6317185
24	6016621
24	6015770
24	6003324
24	5957221
24	5956265
24	5956024
24	5943721
24	5943563
24	5943278
24	5943244
24	5942900
24	5895305
24	5893343
24	5893152
24	5893042
24	5892775
24	5686488
24	5686480
24	5662347
24	5658067
24	5655302
24	5605810
24	5605691
24	5604793
24	5604785
24	3359485
23	6289365
23	6253725
23	6232408
23	6232296
23	6015769
23	5957092
23	5943392
23	5943382
23	5943275
23	5943186
23	5943054
23	5942956
23	5913072
23	5912593
23	5893973
23	5893914
23	5893160
23	5893111
23	5892767
23	5834621
23	5666768
23	5662419
23	5605592
23	5605439
23	5605088
23	5604991
23	5604834
23	5388352
22	6319433
22	6317094
22	6253691
22	6232256
22	6051920
22	5957474
22	5956911
22	5943861
22	5943020
22	5893861
22	5893264
22	5893046
22	5892905
22	5892833
22	5717276
22	5662342
22	5605482
22	5605442
22	5605081
22	5604716
22	5467337
22	5389153
22	5388349
22	5369386
22	1221633
21	6344658
21	6344545
21	6319367
21	6319141
21	6317741
21	6232321
21	6060524
21	6050944
21	6017147
21	5998302
21	5956696
21	5956255
21	5956238
21	5944142
21	5912664
21	5912597
21	5893591
21	5893574
21	5893447
21	5893201
21	5892919
21	5892819
21	5769192
21	5717275
21	5686532
21	5662774
21	5662413
21	5658339
21	5627123
21	5605976
21	5605905
21	5605778
21	5605533
21	5605404
21	5605393
21	5605383
21	5605220
21	5605172
